likes,age,themes,has_question,text
0,3 months ago,,0,I believe the average age and BMI of the test subjects matters.  The average age of the participants for 'The differential impact of three different NAD+ boosters on circulatory NAD and microbial metabolism in humans' was only 34.7 ± 7.4 years (32 males and 33 females) with a mean body mass index (BMI) of 21.4 ± 1.8 kg m−2 for females and 23.7 ± 1.8 kg m−2 for males.
0,4 months ago (edited),form_absorption,1,"Ok, what happens when NMN is taken under the tongue? I notice this in mere seconds.. It cannot be that bacteria convert it to NA in mere seconds, can it? Your conclusion about regular exercise is correct. It raises NAD levels a lot. But kids, (and older kids especially), be weary of injuries!"
0,4 months ago,nmn_vs_nr_nad|form_absorption,1,How about sublingual NR?
0,18 hours ago,just_take_niacin|nmn_vs_nr_nad|authority_trust,1,"Dr. Stanfield - Given your excellent analysis of NMN, NR & Niacin, all showing no plausible anti-aging benefits, I find it ironic that you are adding Niacin to your microvitamin brand. Can you explain why? Thanks, Bryan."
0,4 months ago (edited),,0,"Dr. Brad, you’re awesome! Thanks for your deep research and valuable insights. It would also be great to learn which aging markers, if any, you use yourself to measure age-related performance."
0,4 months ago,,0,NAD is unproven
0,12 days ago,no_effect,0,I have been taking it daily for a while and I see no difference I'm going to stop wasting my $
0,4 months ago,benefit_skin_hair,1,but what if something else is improved..what if it helps with skin issues? did they look for that?
0,4 months ago,just_take_niacin|nmn_vs_nr_nad,1,"Most of this research is beyond me, but IF NR/NMN were mostly degrading into NA, wouldn't you experience a niacin flush?"
0,4 months ago,,0,That's crazy. Thank you very much for the video.
0,4 months ago,,0,I knew it! Thanks Doc.
0,3 months ago,nmn_vs_nr_nad,1,So what about legitimate nmnh?
0,4 months ago,,0,Thank you for the breakdown and clarity.  I am going rethink my daily supplements.
0,4 months ago,,1,Why are we still talking about blood levels of NAD? Is it not the intracellular content of NAD that matters?
0,4 months ago,,0,"Great info as usual. Thanks, Dr. Brad! You are saving me $$$."
0,4 months ago,,0,Thank you Dr. Brad!
0,4 months ago (edited),benefit_skin_hair,0,Interesting  video also  that these folks have skin in the game pushing their supplements.   But its ironic that this  Dr  also have skin in the game.  He pushes his  supplements and also has paid subscription for his membership.  Not saying it is wrong info he posts..... but one can not criticize one party  when you are doing same thing.
0,4 months ago,,0,"Excellent information, very well presented. Thank you, Dr Brad."
0,3 weeks ago,just_take_niacin|nmn_vs_nr_nad,0,"The ""NMN"" diagram isn't NMN: Nicotinamide Mononucleotide is supposed to feature a single pyridine ring. Instead, the diagram shows a double-ring purine (adenine) attached to a ribose and a phosphate. They accidentally drew AMP (Adenosine Monophosphate), a completely different molecule. The ""NR"" diagram forgot the sugar: Nicotinamide Riboside literally means a nicotinamide molecule attached to a ribose sugar molecule. The diagram shows no sugar at all. They just drew a plain nicotinamide molecule and labeled it NR. The ""Vitamin B3"" diagram breaks chemical laws: They labeled the bottom molecule nicotinamide, but wrote the amide group as \text{NH}_3 instead of \text{NH}_2. Giving that nitrogen a third hydrogen without giving it a positive charge violates the basic laws of chemical valence."
0,4 months ago,just_take_niacin,1,So in summary all you need is Niacin? Vitamin B3?
0,4 months ago,,0,Thanks so much for your research on this topic.
0,4 months ago,,0,"I like your content, but please add Czech dubbing. Thank you very much."
0,4 months ago,,0,Thank you brad!
0,4 months ago (edited),,0,No ciekawe...Czekamy na odpowiedzi..
0,4 months ago,,1,What about NAD+ supplements?
0,4 months ago,,0,Another great video.  Thank you.
0,4 months ago,,0,"Thank you, great info as always"
0,4 months ago,,0,Thank you very much doctor.
0,4 months ago,,0,Good info.. thank you Brad
0,4 months ago,,0,Great update thank you.
0,4 months ago,,0,Brilliant analysis. Thx
0,4 months ago,,0,awesome news
0,4 months ago,,0,Great video
0,4 months ago,storage_heat|evidence_studies,0,"Sorry to go slightly off-point but a recent study of several multi-vitamins (including your Micro-Vitamin) showed that the actual amount of various compounds / minerals was FAR lower than the label indicates! All the supplements were sent to an independent testing lab in the USA to confirm the accuracy of the labels and Micro Vitamin failed on several of the tests! As someone who has purchased Micro Vitamin in the past, I feel a bit cheated and deceived! (kind of like all those that paid $ for NMN supplements!) I look forward to a detailed explanation and response."
0,4 months ago,just_take_niacin|nmn_vs_nr_nad,1,then why do you not get flushing form NMN or NR if its converted to niacimn?
0,4 months ago,evidence_studies,1,What do you think about the quality of the RCT trials with niacinamide for glaucoma? I'm taking NMN and niacinamide for advanced glaucoma based on the positive results.
0,11 days ago,safety_side_fx|benefit_recovery,0,not sure these intermediaries are measurable wo large non-variance (ie run to run) sic no repeatability. Organ health (liver ~~ ileum ~~ blood) is going to STRONGly influence half lifes and anything else
0,4 months ago,,0,Good video.
0,4 months ago,,0,Just take Moringa and chia seeds everyday and you will be very alright
0,4 months ago,just_take_niacin,0,"I am sorry but if the produkt that is broken down is niacin, and in the chain of events there was no change in health for patients suffering from long covid, why have niacin in your multivitamin at all"
0,4 months ago (edited),evidence_studies,1,Ok but has any study on Humans show that higher nad or whatever means people are better off? Nope!!! Save your money and exercise eat better and dont smoke
0,4 months ago,,0,This video is a great example of why I’m subscribed to this channel! Thanks Brad!
0,4 months ago (edited),just_take_niacin,1,I take 1.5 - 2 grams of NMN a day. I don't flush. Why? Where is the NAD+ assembled in the blood stream? Good doctor continues to troll.
0,4 months ago,just_take_niacin,1,So save money and just buy B3?
0,4 months ago (edited),just_take_niacin|nmn_vs_nr_nad|form_absorption|evidence_studies,0,"They shouldn't have killed the gut bacteria, and they didn't mention that some of the NR is absorbed in the small intestine.. AI ""Yes, gut bacteria are important in processing nicotinamide riboside (NR). While much is absorbed earlier, gut microbes convert oral NR into other NAD+ precursors, such as nicotinic acid and nicotinamide. NR supplementation also shifts the gut microbiome composition, potentially enhancing metabolic benefits. ASM Journals gs on Gut Bacteria and NR: Conversion Agent: The gut microbiota metabolizes NR into nicotinic acid (NA) and nicotinamide (Nam), which are then converted to NAD+. Microbiome Shift: NR supplementation acts as a prebiotic-like compound, improving the composition of gut bacteria, such as increasing beneficial microbes. Interdependent Health: Higher NAD+ levels from NR promote a healthy gut barrier, while a balanced microbiome helps optimize the metabolic benefits of the supplement. Alternative Pathway: Some studies suggest that while some NR is converted in the gut, a significant portion of dietary NR is absorbed in the proximal gut, and the microbiome often converts circulating host nicotinamide back into NAD+ metabolites. National Institutes of Health (.gov) In summary, the gut microbiota is a key player in the systemic metabolism of NR, directly impacting how this precursor boosts overall NAD+ levels in the body.                 AND: They didn't consider that some of the NR is converted into NAR (nicotinic acid riboside) in the stomach.  AI:  Yes, Nicotinic Acid Riboside (NAR or NaR) is phosphorylated by the same dedicated kinases as Nicotinamide Riboside (NR), specifically NRK1 and NRK2. These kinases (nicotinamide riboside kinases) accept both NAR and NR as substrates, phosphorylating them into nicotinic acid mononucleotide (NaMN) and nicotinamide mononucleotide (NMN), respectively, to fuel NAD+ biosynthesis. National Institutes of Health (.gov) National Institutes of Health (.gov) +3 Key details about NAR kinase activity: Kinase Redundancy: Human Nrk1 and Nrk2 enzymes are the primary kinases responsible for phosphorylating NAR to NaMN. Pathway Differences: While NR is converted directly to NAD+ via NMN, NAR is phosphorylated to NaMN, which then enters the Preiss-Handler salvage pathway to be converted into nicotinic acid adenine dinucleotide (NaAD) and finally NAD+. Alternative Pathway: NAR can also be broken down into Nicotinic Acid (NA) via hydrolases like Urh1 in yeast, but kinases remain a primary, direct route for its utilization. National Institutes of Health (.gov) AI: The ability of NRK enzymes to accept both substrates allows NAR to bypass the rate-limiting enzyme for nicotinamide salvage (NAMPT), making it an effective precursor for boosting NAD+ levels. National Institutes of Health (.gov) Nicotinamide Riboside Kinase Structures Reveal New ... - PMC Oct 2, 2007 — Abstract. The eukaryotic nicotinamide riboside kinase (Nrk) pathway, which is induced in response to nerve damage and promotes rep... National Institutes of Health (.gov) Nicotinamide riboside kinases display redundancy in mediating ... NAR, like NR, is metabolized by NRKs to NAMN and then to NAAD by NMNATs [40]. However, NAAD requires final amidation to NAD+ via N... PubMed Central (PMC) (.gov) The emergence of the nicotinamide riboside kinases in ... - PMC Alternatively NAD+ can be salvaged from precursors and nicotinic acid (NA) nicotinic acid riboside (NaR) by NA phosphoribosyltrans... PubMed Central (PMC) (.gov)"
0,4 months ago,,0,I think the information proves that supplements are really a waste of cash. I’m gonna put my money to quality foods and forget about supplements which are either  low quality frauds or truly not necessary.
0,4 months ago,,0,"Dr. Brad, thank you for saving a lot of people, a lot of money"
0,1 month ago,just_take_niacin|nmn_vs_nr_nad|dose|safety_side_fx,0,but to get higher nad in the brain you need to take high dose and nicotinic acid has bad side effects NR does not have. So if you are trying to raise nad levels in the brain NR is superior
0,4 months ago,just_take_niacin,0,Love it! Another classic supplement/pharma caper! Been taking nicotinic acid intermittently for the last year or 2
0,17 hours ago,,0,Dr. I Was Wong  ( sounds Chinese ) makes another video.  Laffin'
0,3 months ago,nmn_vs_nr_nad|evidence_studies,0,"Вот какие выводы сделал ИИ из этого видео: Короткий ответ: Нет, заменить NMN/NR на дешёвый никотинамид (NAM) нельзя. Подвох есть, и он серьёзный: никотинамид тормозит синтез NAD⁺ через NAMPT, ингибирует сиртуины, вызывает метаболический «затык» и не повышает NAD⁺ так же, как NMN/NR. Теперь — структурно, чётко и без мифов. 1. Да, NMN и NR частично превращаются в никотинамид Это правда. И NR, и NMN в кишечнике и печени частично проходят путь: NR → NMN → NAD⁺ → NAM → NA (через микробиом) Но ключевое слово — частично. И главное — скорость и направление потока метаболизма разные. 2. Почему никотинамид НЕ эквивалентен NMN/NR 2.1. Никотинамид блокирует NAMPT — главный фермент синтеза NAD⁺ NAM — это конечный продукт распада NAD⁺, и организм использует его как негативную обратную связь: когда NAD⁺ много → NAM ↑ → NAMPT тормозится когда NAD⁺ мало → NAM ↓ → NAMPT ускоряется Если ты принимаешь NAM в больших дозах, ты искусственно включаешь тормоз, и синтез NAD⁺ замедляется. NMN и NR этот тормоз не включают. 2.2. Никотинамид ингибирует сиртуины (SIRT1, SIRT3) NAM — прямой ингибитор сиртуинов, потому что он продукт их реакции. Это означает: меньше митохондриальной биогенезы меньше защиты от окислительного стресса меньше метаболической гибкости NMN и NR сиртуины НЕ блокируют. 2.3. Никотинамид не повышает NAD⁺ в крови так же, как NMN/NR Это подтверждено: фармакокинетикой RCT мета‑анализами NAM повышает NAD⁺ слабо и коротко, потому что быстро уходит в метилирование → N‑метилникотинамид → выведение. NR и NMN дают более высокий и стабильный подъём NAD⁺, даже если часть превращается в NA. 2.4. Никотинамид расходует метильные группы NAM → N‑метил‑NAM → выведение Это требует SAMe → истощает метильный пул. Высокие дозы NAM: повышают гомоцистеин увеличивают нагрузку на печень требуют больше фолата/В12/холина NMN/NR такой нагрузки не создают. 3. Почему NMN/NR работают иначе, даже если часть превращается в NA Даже если часть NR/NMN → NA, важно, что они проходят через NAD‑синтезные пути, минуя NAMPT‑торможение. NR → NRK → NMN → NAD⁺ NMN → NMNAT → NAD⁺ NA → Preiss–Handler → NAD⁺ NAM → NAMPT → NMN → NAD⁺ (но NAMPT тормозится NAM!) То есть: NR/NMN ускоряют поток к NAD⁺ NAM тормозит поток к NAD⁺ 4. Что говорят исследования NR и NMN стабильно повышают NAD⁺ в крови (в 1.5–2.5 раза) Показано в десятках RCT. NAM повышает NAD⁺ слабо и кратковременно И часто не повышает вовсе при длительном приёме. NAM ингибирует сиртуины — это подтверждено биохимически Это не спорный факт. NAM не улучшает метаболические параметры Мета‑анализы показывают нулевой эффект. 5. Почему видео вводит в заблуждение Видео делает логическую ошибку: «Если NR/NMN превращаются в NAM, значит можно сразу пить NAM». Это так же неверно, как: «Если белок расщепляется до аминокислот, то можно есть только аминокислоты». Метаболический путь важнее конечного продукта. Итог Никотинамид НЕ является заменой NMN или NR Он НЕ повышает NAD⁺ так же Он ингибирует сиртуины Он тормозит NAMPT Он создаёт нагрузку на метильный цикл NMN и NR дают более высокий и стабильный подъём NAD⁺ Они не блокируют сиртуины Они не тормозят NAMPT Они не расходуют метильные группы"
0,4 months ago,,0,"Your conclusion is not correct. While it boosted NAD in LongCovid patients and did not improve symptoms does not mean it did not work. It just proved NAD levels can not be utilized in LC patients, what hints to a mitochondrial dysfunction."
0,4 months ago,just_take_niacin|dose|price_value|safety_side_fx|benefit_skin_hair,1,"I bought 1 kg  (1000 grams) of Niacin aka Vitamin B3 online (for about $30). Enough for the next 50,000 days at the RDA of 17mg  (math correct? grams/grams per day 1000/0.017  = 58,823 days or 161 years).  Trials have used 1gram to 3grams TEMPORARILY to examine effect on  Parkinson's disease, glaucoma, etc. But the trials were carefully monitored... Continuously use of that high doses might be  BAD for LIVER. I'm 63, I do a low daily amount 50mg, then 1 gram once a month... feels like I jumped in a furnace, I turn pink like a lobster, then gets the chills after. Since I only drink alcohol very occasionally,  I figure my liver can handle it one time each month. Taking a higher daily dose (like 0.25 g / 250mg) my body would get more used to it and not hot-flush, but I ...think... flushing my skin with blood once in a while is probably good for it."
0,3 months ago,authority_trust,0,Well it looks l've been scammed out of hundreds of dollars.
0,4 months ago,just_take_niacin|nmn_vs_nr_nad,0,"Pointed out the niacin to NAD+ conversion in comments, repeatedly, ages ago. Nice to see that the science has finally caught up. Didn't know that NMN and NR are both converted to niacin... which is helpful to know."
0,3 weeks ago,just_take_niacin|nmn_vs_nr_nad|dose|form_absorption|price_value|safety_side_fx|evidence_studies|authority_trust,0,"That's an excellent question — it highlights a real tension in the ""they all just turn into niacin"" argument. Here's why NR/NMN can still raise NAD+ more effectively than standard B3 (niacin/nicotinic acid or nicotinamide) in many studies, even with partial breakdown. 1. Not 100% Breakdown — Timing, Dose, and Efficiency Matter Oral NR/NMN do get partially converted to nicotinic acid by gut bacteria, but it's not complete or instantaneous. Some molecules (or intermediates like NMN/NR) get absorbed directly into enterocytes or bloodstream before full conversion. They deliver a ""pulse"" of precursor that can be taken up by tissues more efficiently via dedicated transporters/enzymes (e.g., NR kinases). This leads to higher peak or more sustained NAD+ elevation compared to swallowing plain nicotinic acid. In mouse studies (which the video acknowledges at the beginning), NR raised liver NAD+ more effectively than equivalent doses of niacin or nicotinamide. NMN often shows longer retention in the body. 2. Different Pathways and Regulation Niacin (NA)** goes straight into the Preiss-Handler pathway but is heavily regulated and causes flushing at higher doses (limiting practical intake). NR* can use the NRK pathway *directly in cells**, potentially bypassing rate-limiting steps (like NAMPT enzyme, which is often downregulated in aging). Even if much converts to NA later, the initial routing can produce more NAD+ in key tissues. Nicotinamide (NAM)** can inhibit sirtuins at high levels — NR/NMN avoid this issue better. Result: Head-to-head animal data frequently shows NR > NA for NAD+ boosting in muscle, liver, etc. Human blood data shows NR/NMN often achieving 1.5–2.5x+ increases at tolerable doses, while plain niacin needs higher amounts and doesn't always match the fold-change or duration. 3. Why the Skeptic Video's Argument Has a Hole The video correctly notes the conversion fingerprint (NAAD elevation) and microbiome role — this is real science. But it overstates ""therefore same as cheap B3."" Higher effective delivery: NR/NMN act like a **protected or targeted form of B3. They survive stomach acid/intestine differently and may modulate gut bacteria positively (extra SCFA benefits). Dose practicality**: You can take 300–1000mg+ NR/NMN without flushing; equivalent NAD-boosting niacin doses often cause side effects or hit other limits. Tissue specificity: Blood NAD+ is easy to measure, but **important tissues (muscle, brain, mitochondria) may respond better to NR due to transporter expression. This matches the ""higher absorption in important tissues"" video you saw. In aged models (the Sinclair-type mouse studies), this efficiency difference is clearer because aging downregulates natural NAD salvage pathways — extra precursors like NR help overcome the bottleneck better than basic B3. Practical Reality Check If all that mattered was final NA, then cheap niacin would dominate trials — but it doesn't fully. Many direct comparisons (animal + some human) still favor NR/NMN for fold-increase, sustainability, and tolerability. That said, the conversion does reduce the ""magic"" — they're probably premium, better-tolerated B3 delivery systems rather than entirely novel molecules. Your observation is spot-on: The strong blood NAD+ increases shown early in the video (for NR/NMN) wouldn't happen if they were identical to plain B3. The pathways, kinetics, and tissue targeting create meaningful differences, even with microbiome involvement. This is why the debate continues."
0,4 months ago,,1,I love your videos but I have a question why does this video seem to be AI generated?
0,4 months ago,,0,Super interesting! Thanks for breaking it all down etc :)
0,4 months ago,nmn_vs_nr_nad,0,I tried both.  NR is COMPLETE GARBAGE period.
0,4 months ago,,0,HOWEVER...increased NAD levels have not been shown to have any significant benefits in humans.
0,4 months ago,,0,€2.00 Thanks!
0,2 months ago,authority_trust,0,Just more snake oil
0,10 days ago,just_take_niacin|safety_side_fx,0,"So Great feedback and source information BUT i am so disappointed you skipped telling people how to naturally get Niacin Vitamin B3 Surely we should be pointing people to natural sources not a bottle of pills. Chicken, Fish, red meat and liver For the veggie alternative Peanuts, Whole grains, Mushrooms and yeast extracts (Good old marmite) If you have a good diet you already have all the vitamins you need, stop getting sucked in to the supplement world."
0,3 months ago,,0,I blame joe rogan
0,4 months ago,authority_trust,0,"Thank you, Brad, for supporting what is long in the revelation that miserable Mr. Sinclair is proven criminal crook repeating the same fishy pattern for filling his pockets over and over. Harward should be ashamed to give him whatever rights of using their name to clearly con man. We should sue him for our money wasted for lousy supplements. I will talk with legal expert to trigger class action lawsuit, for billions and billions spent on this hoax. Wake up call for consumers in these times of lies."
0,4 months ago (edited),just_take_niacin|price_value,0,"Ha, don't take a $60 NMN supplement when you take nicotinic acid for a few dollars - but take my $60 multi vitamin which has nicotinic acid already.... Ingenious marketing..."
0,4 months ago,authority_trust,0,Brad Stanfield unfortunately was diagnosed with a brain disease called depression. Please pray. 🙏
0,2 weeks ago,evidence_studies,0,"A study to assess mitochondrial health vs. NAD+ increase should be studied. If mitochondria are defective, NAD+ might to be as effective as the ETC is suboptimal and id doesn’t translate to adequate ATP production. Inflammation should be checked as the body, if I recall well, eats a tons of NAD+ when under systematic inflammation."
0,4 months ago,,1,WOW so interesting! What about the supplement NADH which also exists? Same story I assume?
0,3 months ago,,1,Can you make a video on L-Carnosine?
0,1 month ago (edited),nmn_vs_nr_nad|authority_trust|benefit_recovery,0,"""Long COVID' is a symptom of WHO sponsored serum injections that are causing injury and motality into the hundreds of millions. Numbers climbing! Immune already destroyed by these injections, I can't imagine it to be a good example for recovery with NR or NMN."
0,6 days ago,,0,"I take both, it does seem to reduce eye-ache I was having... but can't feel much more benefits"
0,4 months ago,nmn_vs_nr_nad,0,Must have given NR and NMN thousands of dollars in the past 5 years would love to have back
0,4 months ago,just_take_niacin|evidence_studies|authority_trust,0,"Dr Brad Stanfield can you ever understand NAD+ is like a fuel - you can burn the house down with it (inflammation) or you can power a healthy machine (the body) with it - so, YOU ABSOLUTELY NEED NAD+, but never see the studies using just the ""fuel"" - as if you don't control the burning (CD38, PARPS and other inflammatory NAD-consumers and the accumulating NADH and nicotinamide), you increase the inflammation in the body!! David Sinclair is not stupid. Plant-based diet (doesn't have to be 100% plant-based), fiber-rich colorful food, exercise and hormetics do exactly that - these control the inflammatory enzymes and nicotinamide recycling back to NAD+ and NADH oxidizing back to NAD+. no point in looking at studies testing NAD+ alone!!! The burning should be controlled and directed!!"
0,4 months ago,,0,You are officially struck off Joe Rogan's Christmas card list
0,3 weeks ago,,0,"here we go again, hahahahaha. you are crazy"
0,2 months ago,nmn_vs_nr_nad|price_value,0,NR and NMN are extremely expensive sources of NA and NAM.  Nothing more.
0,3 months ago (edited),just_take_niacin|no_effect|safety_side_fx|evidence_studies,0,nicotinamide is not nicotinic acid though. you switched between those without explaining. also it's a shame you fall into the same trap as the ones you preach against with that last study showing both show no benefit. that study makes no sense and raises the same questions about what you promote but have shown no study to appease those.
0,1 month ago,,1,Another AI doctor video?
0,3 months ago,,0,We didn’t believe you anyway when you had negative statements about the products………🙄
0,1 month ago,benefit_energy,0,Oh wow. I just ordered some NMN hoping it would give me an increase in energy as per anecdotal reports. I guess I’ve been fooled by clever marketing.
0,4 months ago,just_take_niacin|nmn_vs_nr_nad,1,"Is the only functional benefit between niacin and both NR and NMN, is that niacin raises blood glucose during the initial breakdown, while NR and NMN don’t?"
0,4 months ago,evidence_studies,0,in other news medical studies are biased and BS to make money for billionaires not help people!
0,4 months ago,,0,"another day, another L"
0,4 months ago,nmn_vs_nr_nad,1,"I've seen a massive benefit to NMNH, has anyone studied that one?"
0,4 months ago,,0,So it is all Preis-Handler path activity and not the salvage pathway
0,4 months ago,,0,This is a huge claim you're making.
0,4 months ago,,0,"Dude is saving a lot of people a ton of money on bullshit supplements. Thanks, doc."
0,4 months ago,,0,So it appears NAD does nothing in terms of improved health parameters
0,2 months ago,evidence_studies,0,How could anyone take a study with only 6 participants seriously 🤦
0,4 months ago,,1,https://youtu.be/gBUrkDA0INo?si=YCUYh4Ng3iNGw0_V
0,5 days ago,price_value|authority_trust,0,I eat a gummy multivitamin and it cost 9 bucks for 4 month supply it just effective as nmn or any snake oil they sell you
0,4 months ago,,0,"Its a con,"
0,5 days ago,just_take_niacin|nmn_vs_nr_nad|dose,0,"I began to wonder some time ago if the whole point of NR and NMM was to offer a non-flush alternative to niacin. I gave up on both RN and NMN and began taking 500 mg each of niacin and niacinamide figuring one or both would find a path to boost NAD. In short, I followed my gut and it seems my gut was correct."
0,4 months ago,nmn_vs_nr_nad,1,What about NMNH?
0,4 months ago,just_take_niacin|nmn_vs_nr_nad|evidence_studies,0,The only flaw in that study was not to study nicotinic acid supplementation vs. NMN/NR.
0,4 months ago,nmn_vs_nr_nad,0,I stick to Tru Niagen
0,,just_take_niacin|dose,1,"4 months ago (edited) When you take a Centrum you get 20 mg of B3, 125% of USRDA, that is boosting your NAD, or is it the wrong form of B3? Actually, it uses the Niacinamide form, not Naicin (Nicotinic acid). Would it work nonetheless, getting turned into Naicin?"
0,4 months ago,nmn_vs_nr_nad|tmg_methyl|benefit_energy|benefit_cognition,0,"So, I am a person who gets Long COVID.  I am a male 58 years of age and I have gotten three confirmed cases of Covid and I have suffered badly afterward all three times.  I have O+ blood.  I did take NMNH this last time but I don't know that it really did anything as I only took it for 30 days.  I can tell you all that I took A LOT of supplements this last time as I was suffering very badly with low energy, brain fog and depression.  I mainly concentrated on other vitamin B's like Methylated B12 and Methylfolate.  B1, Benfotatamine, Sulbutamine etc.  I contracted my last case of Covid in June of 2025 and I am only now feeling more like normal...  ...I say like normal.  I was having hearing issues like moderate hearing loss and tinnitus before Covid but the hearing loss has gotten much worse and I believe that Covid could be a reason for this.  Stay safe people, stay healthy...  ...wash your hands frequently, stay away from touching you face if you haven't washed your hands, etc.  Take all the precautions that you can.  For some people, Covid may not badly affect them...  ...for others like myself, it can cripple you or even kill."
0,4 months ago,just_take_niacin|nmn_vs_nr_nad,1,"If this is true, and both NR and NMN are both converted to nicotinic acid, why is there no flush when you take large amounts of these NAD+ precursors?"
0,4 months ago (edited),,0,They discovered an enxyme that reverses age.
0,3 months ago,authority_trust,0,David Sinclair needs to be imprisoned for his scamming. No wonder he acts do shifty when he's being interviewed. He knows what he is
0,4 months ago,dose,1,So what do I buy? And how much should I take?
0,4 months ago,,1,Can't you make a 1 or 2 minute video? .. Goddamn
0,4 months ago,,0,I know it because you are  not a researcher
0,4 months ago,nmn_vs_nr_nad|form_absorption|benefit_sleep,1,"Another question -  interested in your opinion about taking liposomal NAD+. obviously, the liposomal form is otherwise metabolized then NR and NMN?"
0,1 month ago,,0,So many of these comments sound like pro-pharma bots
0,1 month ago,nmn_vs_nr_nad,0,Brad: Don't fall for the NMN/NR marketing trap! Brad: Buy my multivitamin instead 😂
0,4 months ago,just_take_niacin|nmn_vs_nr_nad|evidence_studies,0,This is still very speculative. We need to study which uses nicotinic acid directly to raise the levels to the same levels as nmn and NR. Anything short of that is speculation.
0,4 months ago,,0,"David Siclair is a failure, I do not trust him a bit."
0,3 weeks ago (edited),just_take_niacin|nmn_vs_nr_nad,1,"It also seems there's inconsistency in this video presented. At first it shows NR & MNM are first converted to Nicotinic Acid but later it shows NR & MNM are converted to Nicotinamide, so which is which MNM & NR get converted to?"
0,4 months ago,just_take_niacin|dose|benefit_skin_hair,0,I can't take 500mg of niacin without my skin catching on fire.
0,4 months ago,,0,as always totally wrong
0,4 months ago,nmn_vs_nr_nad|authority_trust,1,"People, it’s all a grift.  NMN, NR and PLOT TWIST: Dr. Brad Stanfield’s microvitamins too… look below at link with consumer labs multivitamin rankings… SPOILER:  microvitamins isn’t ranked!  It FAILED out of the gate! Don’t buy any of it!  It’s all grifters calling our grifters to sell their own grift - even Brad Stanfield. https://youtu.be/WbTiF_o_bnM?si=NZLnh-cNgUr6f13D Timestamp: 3:30. EAT REAL FOOD and walk a lot!  There’s nothing more effective."
0,3 months ago,,0,A 10 minute add for his shitty vitamins...
0,4 months ago,purity_counterfeit,0,I know you're too embarrassed to respond to recent criticism of your microvitamin product - but hopefully you are AT LEAST reviewing the purity issues (as cited by a third party lab) - such that the next followup review will not find the same inaccuracies..... the videos can wait - fix your product first!!
0,4 months ago,just_take_niacin,1,So taking b3 is also useless after all?
0,4 months ago,authority_trust,0,David Sinclair is a scammer
0,3 months ago,evidence_studies|age_gate|benefit_cognition,1,"Not translating into functional benefits? That's merely because they weren't looking in the right places. Case-in-point; As for the 2025 meta analysis (with a clearly flawed design), how did you arrive at the conclusion that individuals who are merely over the age of 60 are the ""ones who should benefit the most""? NAD+ doesn't necessarily decline just because you're over 60. As such, the authors were evaluating the wrong subset of individuals. Why didn't they design the study around primary NAD+ depleting pathologies, such as Alzheimer’s disease or T2DM? In the AD brain, chronic inflammatory transcription factors and DNA damage leads to an increase in PARPs, CD38, SARM1, ect, which further exacerbates the depletion of NAD+ in the brain. As Covarrublias et al. 2021 concluded, when PARPs, CD38, SARM1 were inhibited, NAD+ levels in AD were significantly increased, and AD brain dysfunction and cognitive impairment improved."
0,3 months ago (edited),purity_counterfeit|price_value,0,So would you please review your opinion on Resveratrol as I dumped a $30 bottle after I watched your video claiming it's basically fake and ineffective. Thanks
0,2 months ago,,0,"Your intro is click bait and purposely misleading , Im very disappointed"
0,4 months ago,nmn_vs_nr_nad,1,But don’t NR and NMN serve as a powerful prebiotic for your microbiome?
0,4 months ago,dose|safety_side_fx,0,"And be aware that taking nicotine’s acid at higher dosages can contribute to many disease states from cardiovascular to liver damage and diabetes. Dig deep on research before taking any supplements suggested by anyone on the internet, whether they be health influencers or even MD’s. They do not have to contend with your lifelong injury/damage you sustain when abiding by their recommendations."
0,3 months ago,,0,saysb the vax promoting fool
0,4 months ago,just_take_niacin|nmn_vs_nr_nad|dose|timing_protocol|safety_side_fx|benefit_joints,0,"Take 1000 mg of NA (niacin) and see what happens. You will almost certainly nearly ""explode"" with the very unpleasant flushing. Take 1,000 mg of NR, and you will experience no side effects.  Taking 1000 mg of NR raises NAD levels in the blood by an average of 140%. Taking 300 mg of NR raises NAD by about 50%.  Either of those doses will cause the flushing of NA (Niacin).  Try them yourself.  I cannot post inks here.  I have taken NR for 8 years at 300 mg and for several years now, at 1000 mg.  For that time frame, I have not had a cold or the flu.  My elbows have become smooth, and I no longer feel stiffness in my muscles in the morning."
0,4 months ago,evidence_studies,0,"There’s a neurologist that studies, Alzheimer’s, and I’m pretty sure some of you guys will know who he is. He has his own nmn and shroom supplements, He claims there are studies that show NMN reducing blood sugar and helping menopause reducing weight gain, and all these other claims. I have yet to see the studies"
0,4 months ago,evidence_studies,1,"You and all other are reporting pathology as biology every f-ing day. No No No. It is not age related decline, it is deficiency related decline. Seriously,  how stupid can an entire world be? What is the baseline? Baseline is sick people! Every single person they include in any study is significantly deficient in a range of system level molecules. Yes pathology of diseased people is the result of the study presented as biology of healthy people."
0,4 months ago,,1,Why not invite Dr. Brenner to discuss the matter?
0,3 weeks ago,just_take_niacin|nmn_vs_nr_nad|evidence_studies|fda_ban,1,"Your wrong, b3 doesn't enter the tissues in studies at same rate as NR, do more reaeach. Also b3 is hard to take high does due to severe flushing. It seems your always trying debunk supplements and leave out the full story. You seem biased, are you an MD who always tries to discuss discredit supplements and promote drugs? Or is this channel a front for big pharma?"
0,4 months ago,authority_trust,0,Sinclair is a snake oil salesman
